Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Natalia city,Texas,INC,1202,29.187661,-98.8523271,Loading...,Loading...
Navarro town,Texas,INC,232,32.0007898,-96.3825157,Loading...,Loading...
Navasota city,Texas,INC,7643,30.3870253,-96.0901224,Loading...,Loading...
Nazareth city,Texas,INC,310,34.541869,-102.1023463,Loading...,Loading...
Nederland city,Texas,INC,18856,29.9706037,-94.0015154,Loading...,Loading...
Needville city,Texas,INC,3089,29.3956892,-95.838678,Loading...,Loading...
Nesbitt town,Texas,INC,273,32.5885963,-94.4468645,Loading...,Loading...
Nevada city,Texas,INC,1314,33.0462671,-96.3809567,Loading...,Loading...
New Berlin city,Texas,INC,656,29.4890437,-98.1093747,Loading...,Loading...
New Boston city,Texas,INC,4612,33.4612105,-94.4184146,Loading...,Loading...
New Braunfels city,Texas,INC,90403,29.6993566,-98.1148093,Loading...,Loading...
New Chapel Hill city,Texas,INC,620,32.3011283,-95.1674352,Whitehouse cityTexas,Loading...
New Deal town,Texas,INC,730,33.7321201,-101.8435424,Loading...,Loading...
New Fairview city,Texas,INC,1386,33.1124391,-97.4455824,Loading...,Loading...
New Home city,Texas,INC,326,33.3269384,-101.9117217,Loading...,14.08336697
New Hope town,Texas,INC,661,33.21153,-96.5634945,Loading...,Loading...
New London city,Texas,INC,958,32.2686915,-94.9296266,Loading...,Loading...
New Summerfield city,Texas,INC,843,31.9807475,-95.1149816,Loading...,Loading...
New Waverly city,Texas,INC,914,30.5373773,-95.4822695,Loading...,Loading...
Newark city,Texas,INC,1096,33.0049424,-97.4854957,Loading...,Loading...
Newcastle city,Texas,INC,526,33.1950337,-98.7435608,Loading...,Loading...
Newton city,Texas,INC,1633,30.8502429,-93.7536726,Loading...,Loading...
Neylandville town,Texas,INC,67,33.200541,-96.0056069,Loading...,Loading...
Niederwald city,Texas,INC,668,30.0039176,-97.7531233,Loading...,Loading...
Nixon city,Texas,INC,2341,29.2698062,-97.7657449,Loading...,Loading...
Nocona city,Texas,INC,3002,33.7835549,-97.7301711,Loading...,Loading...
Nolanville city,Texas,INC,5917,31.0753787,-97.6090348,Loading...,Loading...
Nome city,Texas,INC,469,30.0364849,-94.4061062,Loading...,Loading...
Noonday city,Texas,INC,612,32.244071,-95.3972186,Loading...,Loading...
Nordheim city,Texas,INC,336,28.9237897,-97.6140772,Loading...,Loading...
Normangee town,Texas,INC,495,31.0300226,-96.1160912,Loading...,Loading...
North Cleveland city,Texas,INC,225,30.3575655,-95.100285,Loading...,Loading...
North Richland Hills city,Texas,INC,69917,32.860476,-97.2179958,Loading...,Loading...
Northlake town,Texas,INC,5201,33.0809956,-97.2547481,Loading...,Loading...
Novice city,Texas,INC,122,31.9872042,-99.6252931,Loading...,Loading...
O'Brien city,Texas,INC,91,33.3801979,-99.843824,Loading...,Loading...
O'Donnell city,Texas,INC,704,32.9652021,-101.8308416,Loading...,Loading...
Oak Grove town,Texas,INC,617,32.5327741,-96.3186298,Loading...,Loading...
Oak Leaf city,Texas,INC,1552,32.5137932,-96.8563772,Glenn Heights cityTexas,Loading...
Oak Point city,Texas,INC,4357,33.1801309,-96.9908055,Loading...,Loading...
Oak Ridge North city,Texas,INC,3057,30.157034,-95.44206,Loading...,Loading...
Oak Ridge town (Cooke County),Texas,INC,242,33.6481222,-97.0385074,Loading...,Loading...
Oak Ridge town (Kaufman County),Texas,INC,771,32.6478795,-96.2595835,Loading...,Loading...
Oak Valley town,Texas,INC,406,32.0331102,-96.511621,Loading...,Loading...
Oakwood town,Texas,INC,389,31.5847882,-95.8498784,Loading...,Loading...
Odem city,Texas,INC,2255,27.9462409,-97.5875177,Loading...,Loading...
Odessa city,Texas,INC,114428,31.8801528,-102.3448507,Loading...,Loading...
Oglesby city,Texas,INC,441,31.4185913,-97.5113272,Loading...,Loading...
Old River-Winfree city,Texas,INC,1315,29.8744359,-94.8267702,Loading...,Loading...
Olmos Park city,Texas,INC,2180,29.4748534,-98.4865982,Loading...,Loading...
Olney city,Texas,INC,3007,33.3643864,-98.7583692,Loading...,Loading...
Olton city,Texas,INC,1989,34.180199,-102.1370393,Loading...,Loading...
Omaha city,Texas,INC,936,33.182178,-94.7403378,Loading...,Loading...
Onalaska city,Texas,INC,3020,30.8209777,-95.1110629,Loading...,Loading...
Opdyke West town,Texas,INC,220,33.5927049,-102.3006218,Loading...,Loading...
Orange city,Texas,INC,19324,27.9562029,-97.9385526,Loading...,Loading...
Orange Grove city,Texas,INC,1165,30.1208883,-93.7615033,Loading...,Loading...
Orchard city,Texas,INC,313,29.6033617,-95.968876,Loading...,Loading...
Ore City city,Texas,INC,1108,32.8007866,-94.718149,Loading...,Loading...
Overton city,Texas,INC,2275,32.2759487,-94.9725657,Loading...,Loading...
Ovilla city,Texas,INC,4304,32.535188,-96.8895241,Loading...,Loading...
Oyster Creek city,Texas,INC,1173,28.9979343,-95.3281402,Loading...,4.184422154
Paducah town,Texas,INC,1063,34.0144207,-100.3037687,Loading...,Loading...
Paint Rock town,Texas,INC,237,31.5100724,-99.9253094,Loading...,Loading...
Palacios city,Texas,INC,4395,28.7197177,-96.2348776,Loading...,Loading...
Palestine city,Texas,INC,18544,31.7543662,-95.6470924,Jacksonville cityTexas,Loading...
Palisades village,Texas,INC,268,35.0613763,-101.8032439,Loading...,Loading...
Palm Valley city,Texas,INC,1413,26.2014304,-97.754641,Loading...,Loading...
Palmer town,Texas,INC,2393,32.4258924,-96.6723919,Loading...,7.278225881
Palmhurst city,Texas,INC,2601,26.2582634,-98.2953171,Loading...,Loading...
Palmview city,Texas,INC,15830,26.231846,-98.3822812,Loading...,Loading...
Pampa city,Texas,INC,16867,35.5478525,-100.965032,Loading...,Loading...
Panhandle town,Texas,INC,2378,35.3460681,-101.3804311,Loading...,Loading...
Panorama Village city,Texas,INC,2515,30.3806711,-95.4943636,Loading...,Loading...
Pantego town,Texas,INC,2568,32.7148839,-97.1538818,Loading...,Loading...
Paradise city,Texas,INC,475,33.1503395,-97.6887282,Loading...,Loading...
Paris city,Texas,INC,24476,33.6687417,-95.5460608,Loading...,Loading...
Parker city,Texas,INC,5462,33.0570048,-96.6244719,Loading...,Loading...
Pasadena city,Texas,INC,151950,29.6573903,-95.149475,Loading...,Loading...
Pattison city,Texas,INC,547,29.8184289,-95.9763925,Loading...,Loading...
Patton Village city,Texas,INC,1647,30.1954274,-95.1643914,Loading...,Loading...
Payne Springs town,Texas,INC,741,32.2872344,-96.0890081,Loading...,Loading...
Pearland city,Texas,INC,125828,29.5581481,-95.3217865,Loading...,Loading...
Pearsall city,Texas,INC,7325,28.8914706,-99.0975217,Loading...,Loading...
Pecan Gap city,Texas,INC,178,33.4381977,-95.8518708,Loading...,Loading...
Pecan Hill city,Texas,INC,735,32.4907136,-96.7813336,Red Oak cityTexas,Loading...
Pecos city,Texas,INC,12916,31.3970544,-103.520089,Loading...,Loading...
Pelican Bay city,Texas,INC,2049,32.9227501,-97.5189214,Loading...,Loading...
Penelope town,Texas,INC,180,31.8585134,-96.9281283,Loading...,Loading...
Penitas city,Texas,INC,6460,26.2580426,-98.4406031,Loading...,Loading...
Perryton city,Texas,INC,8492,36.3928679,-100.797656,Loading...,Loading...
Petersburg city,Texas,INC,1014,33.8710489,-101.5972917,Loading...,Loading...
Petrolia city,Texas,INC,514,34.0131918,-98.2312409,Del Rio cityTexas,Loading...
Petronila city,Texas,INC,89,27.6712291,-97.6322455,Loading...,Loading...
Pflugerville city,Texas,INC,65191,30.4515706,-97.601808,Loading...,Loading...
Pharr city,Texas,INC,79715,26.1683984,-98.1904248,Loading...,Loading...
Pilot Point city,Texas,INC,4381,33.3950727,-96.9497027,Loading...,Loading...
Pine Forest city,Texas,INC,499,30.175644,-94.0367085,Loading...,Loading...
Pine Island town,Texas,INC,1077,30.0553701,-96.0253259,Loading...,Loading...
Pinehurst city,Texas,INC,2232,30.1086766,-93.7703862,Loading...,Loading...
Pineland city,Texas,INC,888,31.2467226,-93.9744455,Loading...,Loading...
Piney Point Village city,Texas,INC,3128,29.7587379,-95.5155672,Loading...,Loading...
Pittsburg city,Texas,INC,4335,32.999636,-94.9667668,Loading...,Loading...
Plains town,Texas,INC,1355,33.1883305,-102.8214778,Loading...,Loading...
Plainview city,Texas,INC,20187,34.1911186,-101.7235007,Loading...,Loading...
Plano city,Texas,INC,285494,33.0502401,-96.7486775,Loading...,Loading...
Plantersville city,Texas,INC,464,30.3330448,-95.8631601,Loading...,Loading...
Pleak village,Texas,INC,971,29.4841788,-95.8118158,Loading...,Loading...
Pleasant Valley town,Texas,INC,357,33.9374286,-98.5980091,Loading...,Loading...
Pleasanton city,Texas,INC,10648,28.9642396,-98.4956508,Loading...,Loading...
Plum Grove city,Texas,INC,1245,30.2007107,-95.0958463,Loading...,Loading...
Point Blank city,Texas,INC,643,30.747387,-95.2163654,Loading...,Loading...
Point city,Texas,INC,745,28.6714624,-96.5590882,Loading...,Loading...
Point Comfort city,Texas,INC,603,30.3816627,-98.0010409,Loading...,Loading...
Point Venture village,Texas,INC,1260,32.9301624,-95.8689073,Loading...,Loading...
Ponder town,Texas,INC,2442,33.1781284,-97.2909756,Loading...,7.031046189
Port Aransas city,Texas,INC,2904,27.8129758,-97.0832539,Loading...,Loading...
Port Arthur city,Texas,INC,56039,29.8188896,-93.9201509,Loading...,Loading...
Port Isabel city,Texas,INC,5028,26.0598378,-97.2441146,Loading...,Loading...
Port Lavaca city,Texas,INC,11557,28.6180627,-96.6278362,Loading...,Loading...
Port Neches city,Texas,INC,13692,29.9764797,-93.9459179,Loading...,Loading...
Portland city,Texas,INC,20383,27.8893443,-97.3291311,Loading...,Loading...
Post city,Texas,INC,4790,32.6330224,-96.3185962,Loading...,Loading...
Post Oak Bend City town,Texas,INC,683,33.1910408,-101.3814588,Loading...,Loading...
Poteet city,Texas,INC,2795,29.0372765,-98.5727575,Loading...,Loading...
Poth town,Texas,INC,1819,29.0725887,-98.0809304,Loading...,Loading...
Pottsboro town,Texas,INC,2488,33.7707398,-96.6714163,Loading...,Loading...
Powell town,Texas,INC,99,32.1129242,-96.3236939,Loading...,Loading...
Poynor town,Texas,INC,287,32.0793421,-95.5923722,Loading...,Loading...
Prairie View city,Texas,INC,8184,30.084694,-95.9891624,Loading...,Loading...
Premont city,Texas,INC,2455,27.3586059,-98.1244177,Loading...,Loading...
Presidio city,Texas,INC,3264,29.5603483,-104.3653015,Loading...,Loading...
Primera town,Texas,INC,5257,26.2236661,-97.7529202,Loading...,Loading...
Princeton city,Texas,INC,17027,33.1778692,-96.5045132,Loading...,Loading...
Progreso city,Texas,INC,4807,26.0712481,-97.9588074,Loading...,Loading...
Progreso Lakes city,Texas,INC,257,26.0961398,-97.9565923,Loading...,Loading...
Prosper town,Texas,INC,30174,33.2394614,-96.8087883,Loading...,Loading...
Providence Village town,Texas,INC,7691,33.2377708,-96.957898,Loading...,Loading...
Putnam town,Texas,INC,63,32.3702697,-99.1954953,Loading...,Loading...
Pyote town,Texas,INC,72,31.5380659,-103.1224834,Loading...,Loading...
Quanah city,Texas,INC,2279,34.2953658,-99.742889,Loading...,Loading...
Queen City city,Texas,INC,1397,33.1507621,-94.1524469,Loading...,Loading...
Quinlan city,Texas,INC,1414,32.9089744,-96.1312964,Loading...,Loading...
Quintana town,Texas,INC,26,28.9197113,-95.3145109,Loading...,Loading...
Quitaque city,Texas,INC,342,34.36741,-101.0555975,Loading...,Loading...
Quitman city,Texas,INC,1942,32.7952802,-95.4436584,Loading...,Loading...
Ralls city,Texas,INC,1665,33.6787742,-101.3845912,Loading...,Loading...
Rancho Viejo town,Texas,INC,2838,26.0357903,-97.5566923,Loading...,Loading...
Ranger city,Texas,INC,2300,32.4692902,-98.675168,Loading...,Loading...
Rangerville village,Texas,INC,255,26.1050057,-97.7372946,Loading...,Loading...
Rankin city,Texas,INC,780,31.2253601,-101.9394377,Loading...,Loading...
Ransom Canyon town,Texas,INC,1189,33.5303126,-101.6838437,Loading...,Loading...
Ravenna city,Texas,INC,175,33.6704742,-96.2408858,Loading...,6.402617815
Raymondville city,Texas,INC,10236,26.4758975,-97.7769244,Loading...,Loading...
Red Lick city,Texas,INC,946,33.4766739,-94.1686679,Loading...,Loading...
Red Oak city,Texas,INC,14222,32.5212006,-96.7866983,Loading...,Loading...
Redwater city,Texas,INC,853,33.3585546,-94.2551042,Wake Village cityTexas,Loading...
Refugio town,Texas,INC,2712,28.3074446,-97.2749812,Loading...,Loading...
Reklaw city,Texas,INC,332,31.8663897,-94.9833312,Loading...,Loading...
Reno city (Lamar County),Texas,INC,3454,33.6659321,-95.4768135,Loading...,Loading...
Reno city (Parker and Tarrant Counties),Texas,INC,2878,32.9459819,-97.5765823,Loading...,Loading...
Retreat town,Texas,INC,410,32.0506915,-96.4786884,Loading...,Loading...
Rhome city,Texas,INC,1630,33.064642,-97.4779129,Loading...,Loading...
Rice city,Texas,INC,1203,32.2388047,-96.4978208,Loading...,Loading...
Richardson city,Texas,INC,119469,32.9716579,-96.7093093,Loading...,Loading...
Richland Hills city,Texas,INC,8621,32.8094568,-97.2272778,Loading...,Loading...
Richland Springs town,Texas,INC,244,31.2715127,-98.9486472,Loading...,Loading...
Richland town,Texas,INC,255,31.917094,-96.4265784,Loading...,Loading...
Richmond city,Texas,INC,11627,29.5828019,-95.76115,Loading...,Loading...
Richwood city,Texas,INC,4781,29.0723542,-95.4045409,Loading...,Loading...
Riesel city,Texas,INC,1062,31.476255,-96.9303747,Loading...,Loading...
Rio Bravo city,Texas,INC,4450,27.3647812,-99.4820183,Loading...,Loading...
Rio Grande City city,Texas,INC,15317,26.3809997,-98.8214773,Loading...,Loading...
Rio Hondo city,Texas,INC,2021,26.2345539,-97.5816344,Loading...,Loading...
Rio Vista city,Texas,INC,1008,32.2352255,-97.3746531,Loading...,Loading...
Rising Star town,Texas,INC,756,32.0976337,-98.9665197,Loading...,Loading...
River Oaks city,Texas,INC,7646,32.7766765,-97.3984229,Loading...,Loading...
Riverside city,Texas,INC,522,30.8471857,-95.3983578,Loading...,Loading...
Road Runner town,Texas,INC,766,33.4829608,-97.0849032,Loading...,Loading...
Roanoke city,Texas,INC,9665,33.01441,-97.2275637,Loading...,2.296616861
Roaring Springs town,Texas,INC,217,33.8991825,-100.8561415,Loading...,Loading...
Robert Lee city,Texas,INC,1027,31.8954043,-100.4856314,Loading...,Loading...
Robinson city,Texas,INC,12443,31.4500805,-97.1201385,Loading...,Loading...
Robstown city,Texas,INC,10143,27.793971,-97.6691627,Loading...,Loading...
Roby city,Texas,INC,591,32.7459953,-100.3793671,Loading...,Loading...
Rochester town,Texas,INC,248,33.3142054,-99.856503,Loading...,Loading...
Rockdale city,Texas,INC,5323,30.6542363,-97.0089085,Loading...,14.40166523
Rockport city,Texas,INC,10070,28.0299824,-97.0647168,Loading...,Loading...
Rocksprings town,Texas,INC,874,30.0171653,-100.2128429,Loading...,Loading...
Rockwall city,Texas,INC,47251,32.9169176,-96.4374086,Loading...,Loading...
Rocky Mound town,Texas,INC,78,33.0287008,-95.0295434,Loading...,Loading...
Rogers town,Texas,INC,1113,30.9300737,-97.2290177,Loading...,Loading...
Rollingwood city,Texas,INC,1467,30.2735937,-97.7868238,Loading...,Loading...
Roma city,Texas,INC,11561,26.416535,-99.0060457,Loading...,Loading...
Roman Forest city,Texas,INC,1781,30.1811967,-95.1548876,Loading...,Loading...
Ropesville city,Texas,INC,430,33.4133363,-102.1551036,Loading...,Loading...
Roscoe city,Texas,INC,1271,32.441934,-100.5322315,Loading...,Loading...
Rose City city,Texas,INC,326,30.1048942,-94.0504748,Loading...,Loading...
Rose Hill Acres city,Texas,INC,325,30.1933043,-94.1930851,Loading...,Loading...
Rosebud city,Texas,INC,1296,31.0755855,-96.9748918,Loading...,Loading...
Rosenberg city,Texas,INC,38282,29.5456394,-95.8222439,Loading...,Loading...
Ross city,Texas,INC,245,31.7281876,-97.1123248,Loading...,Loading...
Rosser village,Texas,INC,301,32.4647513,-96.4430727,Loading...,Loading...
Rotan city,Texas,INC,1332,32.8540474,-100.465519,Sweetwater cityTexas,Loading...
Round Mountain town,Texas,INC,101,30.4301923,-98.3603758,Loading...,Loading...
Round Rock city,Texas,INC,119468,30.5270462,-97.6642107,Loading...,Loading...
Round Top town,Texas,INC,87,30.0639697,-96.695882,Loading...,19.04415376
Rowlett city,Texas,INC,62535,32.9155025,-96.5488972,Loading...,Loading...
Roxton city,Texas,INC,548,33.5453355,-95.7247847,Loading...,Loading...
Royse City city,Texas,INC,13508,32.9762256,-96.3174679,Loading...,Loading...
Rule town,Texas,INC,561,33.1819415,-99.8932721,Abilene cityTexas,Loading...
Runaway Bay city,Texas,INC,1546,33.1773599,-97.8709578,Loading...,Loading...
Runge town,Texas,INC,892,28.88587,-97.7133622,Loading...,Loading...
Rusk city,Texas,INC,5285,31.797759,-95.1491169,Loading...,Loading...
Sabinal city,Texas,INC,1364,29.3213254,-99.469535,Loading...,Loading...
Sachse city,Texas,INC,27103,32.9725649,-96.57927,Loading...,Loading...
Sadler city,Texas,INC,336,33.682066,-96.8487112,Loading...,Loading...
Saginaw city,Texas,INC,23890,32.8657482,-97.3654065,Loading...,Loading...
Salado village,Texas,INC,2394,30.9471309,-97.5290134,Loading...,Loading...
San Angelo city,Texas,INC,99893,31.4423241,-100.4505908,Loading...,Loading...
San Antonio city,Texas,INC,1434625,29.463086,-98.5238084,Loading...,Loading...
San Augustine city,Texas,INC,1920,31.5296428,-94.1108475,Loading...,Loading...
San Benito city,Texas,INC,24861,26.1298329,-97.643933,Loading...,Loading...
San Diego city,Texas,INC,3748,27.7608905,-98.2389061,Loading...,Loading...
San Elizario city,Texas,INC,10116,31.579263,-106.2632108,Loading...,Loading...
San Felipe town,Texas,INC,691,29.7965104,-96.1051317,Loading...,Loading...
San Juan city,Texas,INC,35294,26.1902996,-98.152033,Loading...,2.222574066
San Leanna village,Texas,INC,522,30.1442182,-97.8195336,Loading...,Loading...
San Marcos city,Texas,INC,67553,29.8733818,-97.9355033,Loading...,Loading...
San Patricio city,Texas,INC,384,27.9771582,-97.7765318,Loading...,Loading...
San Perlita city,Texas,INC,538,26.500994,-97.6396483,Loading...,Loading...
San Saba city,Texas,INC,3117,31.1974462,-98.7193695,Loading...,Loading...
Sanctuary town,Texas,INC,337,32.9131581,-97.5876698,Loading...,Loading...
Sandy Oaks city,Texas,INC,5075,29.1820828,-98.4081371,Loading...,14.88242454
Sandy Point city,Texas,INC,207,29.4012556,-95.4817319,Loading...,Loading...
Sanford town,Texas,INC,132,35.7026236,-101.5317712,Loading...,Loading...
Sanger city,Texas,INC,8839,33.3715451,-97.1678341,Loading...,Loading...
Sansom Park city,Texas,INC,5454,32.802738,-97.4020642,Loading...,Loading...
Santa Anna town,Texas,INC,1014,31.7369142,-99.3254245,Loading...,Loading...
Santa Clara city,Texas,INC,778,29.5911714,-98.161505,Loading...,Loading...
Santa Fe city,Texas,INC,12735,29.3888885,-95.1002798,Loading...,Loading...
Santa Rosa town,Texas,INC,2450,26.2560535,-97.8252548,Loading...,Loading...
Savoy city,Texas,INC,712,33.5998399,-96.3660277,Loading...,Loading...
Schertz city,Texas,INC,42002,29.5650094,-98.2534986,Loading...,Loading...
Schulenburg city,Texas,INC,2633,29.6819997,-96.9074886,Loading...,Loading...
Scotland city,Texas,INC,413,33.6498552,-98.4677486,Loading...,Loading...
Scottsville city,Texas,INC,334,32.5316256,-94.2465051,Loading...,Loading...
Scurry town,Texas,INC,688,32.5123096,-96.3848512,Loading...,Loading...
Seabrook city,Texas,INC,13618,29.5705613,-94.9838329,Loading...,Loading...
Seadrift city,Texas,INC,995,28.413167,-96.7163605,Loading...,Loading...
Seagoville city,Texas,INC,18446,32.6530342,-96.5455798,Loading...,Loading...
Seagraves city,Texas,INC,2153,32.9419696,-102.5657158,Loading...,Loading...
Sealy city,Texas,INC,6839,29.7662274,-96.1631152,Loading...,Loading...
Seguin city,Texas,INC,29433,29.5891612,-97.9676549,Loading...,Loading...
Selma city,Texas,INC,10952,29.5865261,-98.3132975,Loading...,Loading...
Seminole city,Texas,INC,6988,32.7208055,-102.6501657,Loading...,Loading...
Seven Oaks city,Texas,INC,68,30.8518463,-94.8578768,Loading...,Loading...
Seven Points city,Texas,INC,1370,32.3290216,-96.2142371,Gun Barrel City cityTexas,Loading...
Seymour city,Texas,INC,2575,33.5956761,-99.2580825,Loading...,Loading...
Shady Shores town,Texas,INC,2764,33.1632247,-97.0401408,Loading...,Loading...
Shallowater city,Texas,INC,2964,33.6900305,-101.9893298,Loading...,10.38602062
Shamrock city,Texas,INC,1789,35.2154012,-100.2460845,Loading...,Loading...
Shavano Park city,Texas,INC,3524,29.5861239,-98.5563922,Loading...,Loading...
Shenandoah city,Texas,INC,3499,30.1840292,-95.4556859,Loading...,Loading...
Shepherd city,Texas,INC,2105,30.4909511,-95.0020541,Loading...,Loading...
Sherman city,Texas,INC,43645,33.6272565,-96.6220701,Loading...,Loading...
Shiner city,Texas,INC,2127,29.4331945,-97.1733701,Loading...,Loading...
Shoreacres city,Texas,INC,1566,29.6204344,-95.0188904,Loading...,Loading...
Silsbee city,Texas,INC,6935,30.34562,-94.1764007,Loading...,Loading...
Silverton city,Texas,INC,629,34.4713719,-101.3040487,Loading...,Loading...
Simonton city,Texas,INC,647,29.6824779,-95.9908434,Loading...,Loading...
Sinton city,Texas,INC,5504,28.0392364,-97.5153489,Loading...,Loading...
Skellytown town,Texas,INC,394,35.5710182,-101.1730438,Loading...,Loading...
Slaton city,Texas,INC,5858,33.4421056,-101.6476097,Loading...,Loading...
Smiley city,Texas,INC,475,29.2712917,-97.6375506,Loading...,Loading...
Smithville city,Texas,INC,3922,30.0082174,-97.1519791,Loading...,Loading...
Smyer town,Texas,INC,441,33.5873821,-102.1635007,Loading...,Loading...
Snook city,Texas,INC,506,30.4906911,-96.4671169,Loading...,Loading...
Snyder city,Texas,INC,11438,32.7132925,-100.9115735,Loading...,Loading...
Socorro city,Texas,INC,34306,31.6383516,-106.2600919,Loading...,Loading...
Somerset city,Texas,INC,1756,29.2284829,-98.6567064,Loading...,Loading...
Somerville city,Texas,INC,1312,30.3460031,-96.5310909,Loading...,Loading...
Sonora city,Texas,INC,2502,30.5706568,-100.6419629,Loading...,Loading...
Sour Lake city,Texas,INC,1773,30.1378373,-94.404613,Loading...,Loading...
South Frydek city,Texas,INC,207,29.7318543,-96.07394,Sealy cityTexas,Loading...
South Houston city,Texas,INC,16153,29.6611492,-95.2285072,Loading...,Loading...
South Mountain town,Texas,INC,411,31.4398268,-97.6792646,Loading...,Loading...
South Padre Island town,Texas,INC,2066,26.1203722,-97.1702561,Loading...,Loading...
Southlake city,Texas,INC,31265,32.9544761,-97.1503155,Loading...,Loading...
Southmayd city,Texas,INC,978,33.6230671,-96.7287531,Loading...,Loading...
Southside Place city,Texas,INC,1835,29.7089395,-95.43671,Loading...,Loading...
Spearman city,Texas,INC,3171,36.1981823,-101.1943432,Loading...,Loading...
Splendora city,Texas,INC,1683,30.2324902,-95.1615809,Loading...,Loading...
Spofford city,Texas,INC,41,29.1731237,-100.4112553,Loading...,Loading...
Spring Branch city,Texas,INC,206,29.8851751,-98.4127858,Loading...,Loading...
Spring Valley Village city,Texas,INC,4229,29.7897615,-95.504026,Loading...,Loading...
Springlake town,Texas,INC,145,34.2316208,-102.3057344,Loading...,Loading...
Springtown city,Texas,INC,3064,32.9693004,-97.6804238,Loading...,Loading...
Spur city,Texas,INC,863,33.4701482,-100.8556541,Loading...,Loading...
St. Hedwig town,Texas,INC,2227,29.4197065,-98.2047131,Loading...,Loading...
St. Jo city,Texas,INC,881,33.6950225,-97.5230707,Loading...,Loading...
St. Paul town,Texas,INC,992,33.0437978,-96.5505054,Loading...,Loading...
Stafford city,Texas,INC,17666,29.6271099,-95.5653721,Loading...,Loading...
Stagecoach town,Texas,INC,580,30.1438818,-95.7078602,Loading...,Loading...
Stamford city,Texas,INC,2907,33.0154844,-99.6718014,Loading...,Loading...
Stanton city,Texas,INC,2657,32.1316292,-101.7924819,Loading...,Loading...
Staples city,Texas,INC,193,29.7663437,-97.8278541,Loading...,Loading...
Star Harbor city,Texas,INC,482,32.1927809,-96.0541963,Loading...,10.29008536
Stephenville city,Texas,INC,20897,32.214752,-98.2205126,Loading...,Loading...
Sterling City city,Texas,INC,1121,31.8391751,-100.985878,Loading...,Loading...
Stinnett city,Texas,INC,1650,35.8230925,-101.4436202,Loading...,Loading...
Stockdale city,Texas,INC,1413,29.2361281,-97.963632,Floresville cityTexas,Loading...
Stockton Bend city,Texas,INC,380,32.4751753,-97.7610337,Loading...,Loading...
Stratford city,Texas,INC,1939,36.3375677,-102.0760303,Loading...,Loading...
Strawn city,Texas,INC,540,32.5508598,-98.497916,Loading...,Loading...
Streetman town,Texas,INC,248,31.8787021,-96.3306459,Loading...,Loading...
Sudan city,Texas,INC,940,34.0664144,-102.5241937,Loading...,Loading...
Sugar Land city,Texas,INC,111026,29.593524,-95.6357722,Loading...,Loading...
Sullivan City city,Texas,INC,3908,26.2752168,-98.5644414,Loading...,Loading...
Sulphur Springs city,Texas,INC,15941,33.1420982,-95.612286,Loading...,Loading...
Sun Valley city,Texas,INC,70,33.6705649,-95.4287146,Loading...,Loading...
Sundown city,Texas,INC,1283,33.4575454,-102.4908091,Loading...,Loading...
Sunnyvale town,Texas,INC,7893,32.7973909,-96.5576564,Loading...,Loading...
Sunray city,Texas,INC,1707,36.018383,-101.8245112,Loading...,Loading...
Sunrise Beach Village city,Texas,INC,739,30.5861533,-98.4187249,Loading...,Loading...
Sunset Valley city,Texas,INC,683,30.225834,-97.8157585,Loading...,Loading...
Surfside Beach city,Texas,INC,640,28.9558952,-95.2833045,Loading...,Loading...
Sweeny city,Texas,INC,3626,29.0463735,-95.6985481,Loading...,Loading...
Sweetwater city,Texas,INC,10622,32.4692806,-100.4092229,Loading...,Loading...
Taft city,Texas,INC,2801,27.9800325,-97.3928277,Loading...,Loading...
Tahoka city,Texas,INC,2375,33.1639353,-101.7948919,Loading...,Loading...
Talco city,Texas,INC,494,33.362791,-95.1033547,Loading...,Loading...
Talty town,Texas,INC,2500,32.6944377,-96.400756,Loading...,Loading...
Tatum city,Texas,INC,1342,32.3158813,-94.5188784,Loading...,Loading...
Taylor city,Texas,INC,16267,29.5765313,-95.0560912,Loading...,2.858753429
Taylor Lake Village city,Texas,INC,3704,29.8641799,-94.1348404,Loading...,Loading...
Taylor Landing city,Texas,INC,278,30.5728617,-97.4268245,Loading...,Loading...
Teague city,Texas,INC,3384,31.6296135,-96.2802921,Loading...,Loading...
Tehuacana town,Texas,INC,228,31.7410251,-96.5436172,Mexia cityTexas,Loading...
Temple city,Texas,INC,82073,31.1067752,-97.3891726,Loading...,Loading...
Tenaha town,Texas,INC,989,31.9440477,-94.2457481,Loading...,Loading...
Terrell city,Texas,INC,17465,29.4770836,-98.447196,Loading...,Loading...
Terrell Hills city,Texas,INC,5045,32.7341187,-96.2931384,Loading...,Loading...
Texarkana city,Texas,INC,36193,33.4487112,-94.0814493,Loading...,Loading...
Texas City city,Texas,INC,51898,29.4485665,-94.8956669,Loading...,Loading...
Texhoma city,Texas,INC,258,36.4937005,-101.7937652,Loading...,Loading...
Texline town,Texas,INC,448,36.3764939,-103.0188759,Loading...,Loading...
The Colony city,Texas,INC,44534,33.0925417,-96.8976534,Loading...,Loading...
The Hills village,Texas,INC,2613,30.3464856,-97.9864556,Loading...,Loading...
Thompsons town,Texas,INC,156,29.4906008,-95.630394,Loading...,Loading...
Thorndale city,Texas,INC,1263,30.614052,-97.2067451,Loading...,Loading...
